Year,Week,WeekX,Location,Sex,Age,Deaths,
20,35,87,Home / Non-institution,M,85+,26,Non-COVID-19
20,35,87,Home / Non-institution,F,85+,51,Non-COVID-19
20,35,87,Hospital,F,65-74,1,COVID-19 mentioned
20,35,87,Hospital,M,85+,2,COVID-19 mentioned
20,35,87,Hospital,M,0,2,Non-COVID-19
20,35,87,Hospital,F,0,3,Non-COVID-19
20,35,87,Hospital,F,15-44,1,Non-COVID-19
20,35,87,Hospital,M,15-44,5,Non-COVID-19
20,35,87,Hospital,F,45-64,25,Non-COVID-19
20,35,87,Hospital,M,45-64,36,Non-COVID-19
20,35,87,Hospital,F,65-74,40,Non-COVID-19
20,35,87,Hospital,M,65-74,55,Non-COVID-19
20,35,87,Hospital,F,75-84,70,Non-COVID-19
20,35,87,Hospital,M,75-84,73,Non-COVID-19
20,35,87,Hospital,M,85+,54,Non-COVID-19
20,35,87,Hospital,F,85+,71,Non-COVID-19
20,35,87,Other institution,M,75-84,1,Non-COVID-19
20,35,87,Other institution,F,75-84,2,Non-COVID-19
20,35,87,Other institution,F,85+,1,Non-COVID-19
20,35,87,Other institution,M,85+,1,Non-COVID-19
20,36,88,Care Home,F,45-64,6,Non-COVID-19
20,36,88,Care Home,M,45-64,10,Non-COVID-19
20,36,88,Care Home,F,65-74,11,Non-COVID-19
20,36,88,Care Home,M,65-74,17,Non-COVID-19
20,36,88,Care Home,M,75-84,28,Non-COVID-19
20,36,88,Care Home,F,75-84,35,Non-COVID-19
20,36,88,Care Home,M,85+,42,Non-COVID-19
20,36,88,Care Home,F,85+,67,Non-COVID-19
20,36,88,Home / Non-institution,F,1-14,1,Non-COVID-19
20,36,88,Home / Non-institution,M,1-14,1,Non-COVID-19
20,36,88,Home / Non-institution,F,15-44,13,Non-COVID-19
20,36,88,Home / Non-institution,M,15-44,24,Non-COVID-19
20,36,88,Home / Non-institution,F,45-64,32,Non-COVID-19
20,36,88,Home / Non-institution,M,45-64,54,Non-COVID-19
20,36,88,Home / Non-institution,F,65-74,40,Non-COVID-19
20,36,88,Home / Non-institution,M,65-74,49,Non-COVID-19
20,36,88,Home / Non-institution,F,75-84,38,Non-COVID-19
20,36,88,Home / Non-institution,M,75-84,48,Non-COVID-19
20,36,88,Home / Non-institution,F,85+,31,Non-COVID-19
20,36,88,Home / Non-institution,M,85+,38,Non-COVID-19
20,36,88,Hospital,F,85+,2,COVID-19 mentioned
20,36,88,Hospital,M,0,1,Non-COVID-19
20,36,88,Hospital,F,15-44,4,Non-COVID-19
20,36,88,Hospital,M,15-44,7,Non-COVID-19
20,36,88,Hospital,F,45-64,30,Non-COVID-19
20,36,88,Hospital,M,45-64,40,Non-COVID-19
20,36,88,Hospital,F,65-74,39,Non-COVID-19
20,36,88,Hospital,M,65-74,63,Non-COVID-19
20,36,88,Hospital,F,75-84,63,Non-COVID-19
20,36,88,Hospital,M,75-84,81,Non-COVID-19
20,36,88,Hospital,M,85+,57,Non-COVID-19
20,36,88,Hospital,F,85+,70,Non-COVID-19
20,36,88,Other institution,F,65-74,1,Non-COVID-19
20,36,88,Other institution,M,65-74,1,Non-COVID-19
20,36,88,Other institution,F,75-84,1,Non-COVID-19
20,36,88,Other institution,M,75-84,1,Non-COVID-19
20,36,88,Other institution,F,85+,2,Non-COVID-19
20,36,88,Other institution,M,85+,2,Non-COVID-19
20,37,89,Care Home,F,65-74,1,COVID-19 mentioned
20,37,89,Care Home,M,75-84,1,COVID-19 mentioned
20,37,89,Care Home,M,15-44,1,Non-COVID-19
20,37,89,Care Home,F,45-64,7,Non-COVID-19
20,37,89,Care Home,M,45-64,9,Non-COVID-19
20,37,89,Care Home,F,65-74,7,Non-COVID-19
20,37,89,Care Home,M,65-74,8,Non-COVID-19
20,37,89,Care Home,F,75-84,29,Non-COVID-19
20,37,89,Care Home,M,75-84,36,Non-COVID-19
20,37,89,Care Home,M,85+,38,Non-COVID-19
20,37,89,Care Home,F,85+,80,Non-COVID-19
20,37,89,Home / Non-institution,F,15-44,11,Non-COVID-19
20,37,89,Home / Non-institution,M,15-44,21,Non-COVID-19
20,37,89,Home / Non-institution,F,45-64,21,Non-COVID-19
20,37,89,Home / Non-institution,M,45-64,48,Non-COVID-19
20,37,89,Home / Non-institution,F,65-74,40,Non-COVID-19
20,37,89,Home / Non-institution,M,65-74,40,Non-COVID-19
20,37,89,Home / Non-institution,F,75-84,48,Non-COVID-19
20,37,89,Home / Non-institution,M,75-84,60,Non-COVID-19
20,37,89,Home / Non-institution,M,85+,30,Non-COVID-19
20,37,89,Home / Non-institution,F,85+,39,Non-COVID-19
20,37,89,Hospital,M,65-74,1,COVID-19 mentioned
20,37,89,Hospital,M,75-84,2,COVID-19 mentioned
20,37,89,Hospital,F,0,1,Non-COVID-19
20,37,89,Hospital,M,0,1,Non-COVID-19
20,37,89,Hospital,F,15-44,3,Non-COVID-19
20,37,89,Hospital,M,15-44,7,Non-COVID-19
20,37,89,Hospital,F,45-64,32,Non-COVID-19
20,37,89,Hospital,M,45-64,39,Non-COVID-19
20,37,89,Hospital,F,65-74,43,Non-COVID-19
20,37,89,Hospital,M,65-74,65,Non-COVID-19
20,37,89,Hospital,F,75-84,65,Non-COVID-19
20,37,89,Hospital,M,75-84,79,Non-COVID-19
20,37,89,Hospital,M,85+,62,Non-COVID-19
20,37,89,Hospital,F,85+,91,Non-COVID-19
20,37,89,Other institution,M,15-44,1,Non-COVID-19
20,37,89,Other institution,M,65-74,1,Non-COVID-19
20,37,89,Other institution,M,75-84,1,Non-COVID-19
20,38,90,Care Home,M,85+,1,COVID-19 mentioned
20,38,90,Care Home,F,85+,2,COVID-19 mentioned
20,38,90,Care Home,M,0,1,Non-COVID-19
20,38,90,Care Home,F,45-64,4,Non-COVID-19
20,38,90,Care Home,M,45-64,8,Non-COVID-19
20,38,90,Care Home,F,65-74,5,Non-COVID-19
20,38,90,Care Home,M,65-74,8,Non-COVID-19
20,38,90,Care Home,M,75-84,25,Non-COVID-19
20,38,90,Care Home,F,75-84,26,Non-COVID-19
20,38,90,Care Home,M,85+,35,Non-COVID-19
20,38,90,Care Home,F,85+,92,Non-COVID-19
20,38,90,Home / Non-institution,F,15-44,6,Non-COVID-19
20,38,90,Home / Non-institution,M,15-44,24,Non-COVID-19
20,38,90,Home / Non-institution,F,45-64,31,Non-COVID-19
20,38,90,Home / Non-institution,M,45-64,43,Non-COVID-19
20,38,90,Home / Non-institution,F,65-74,35,Non-COVID-19
20,38,90,Home / Non-institution,M,65-74,38,Non-COVID-19
20,38,90,Home / Non-institution,M,75-84,44,Non-COVID-19
20,38,90,Home / Non-institution,F,75-84,48,Non-COVID-19
20,38,90,Home / Non-institution,M,85+,29,Non-COVID-19
20,38,90,Home / Non-institution,F,85+,42,Non-COVID-19
20,38,90,Hospital,M,45-64,2,COVID-19 mentioned
20,38,90,Hospital,F,75-84,1,COVID-19 mentioned
20,38,90,Hospital,M,75-84,1,COVID-19 mentioned
20,38,90,Hospital,F,85+,2,COVID-19 mentioned
20,38,90,Hospital,M,85+,2,COVID-19 mentioned
20,38,90,Hospital,F,0,5,Non-COVID-19
20,38,90,Hospital,M,1-14,1,Non-COVID-19
20,38,90,Hospital,F,15-44,2,Non-COVID-19
20,38,90,Hospital,M,15-44,7,Non-COVID-19
20,38,90,Hospital,M,45-64,28,Non-COVID-19
20,38,90,Hospital,F,45-64,38,Non-COVID-19
20,38,90,Hospital,F,65-74,40,Non-COVID-19
20,38,90,Hospital,M,65-74,44,Non-COVID-19
20,38,90,Hospital,M,75-84,60,Non-COVID-19
20,38,90,Hospital,F,75-84,62,Non-COVID-19
20,38,90,Hospital,F,85+,47,Non-COVID-19
20,38,90,Hospital,M,85+,55,Non-COVID-19
20,38,90,Other institution,M,15-44,1,Non-COVID-19
20,38,90,Other institution,F,65-74,2,Non-COVID-19
20,38,90,Other institution,M,65-74,2,Non-COVID-19
20,38,90,Other institution,F,75-84,2,Non-COVID-19
20,38,90,Other institution,F,85+,1,Non-COVID-19
20,39,91,Care Home,F,75-84,1,COVID-19 mentioned
20,39,91,Care Home,F,85+,1,COVID-19 mentioned
20,39,91,Care Home,M,85+,2,COVID-19 mentioned
20,39,91,Care Home,M,45-64,4,Non-COVID-19
20,39,91,Care Home,F,45-64,5,Non-COVID-19
20,39,91,Care Home,F,65-74,6,Non-COVID-19
20,39,91,Care Home,M,65-74,11,Non-COVID-19
20,39,91,Care Home,F,75-84,25,Non-COVID-19
20,39,91,Care Home,M,75-84,27,Non-COVID-19
20,39,91,Care Home,M,85+,31,Non-COVID-19
20,39,91,Care Home,F,85+,88,Non-COVID-19
20,39,91,Home / Non-institution,M,75-84,1,COVID-19 mentioned
20,39,91,Home / Non-institution,M,0,1,Non-COVID-19
20,39,91,Home / Non-institution,F,15-44,4,Non-COVID-19
20,39,91,Home / Non-institution,M,15-44,17,Non-COVID-19
20,39,91,Home / Non-institution,F,45-64,31,Non-COVID-19
20,39,91,Home / Non-institution,M,45-64,40,Non-COVID-19
20,39,91,Home / Non-institution,F,65-74,23,Non-COVID-19
20,39,91,Home / Non-institution,M,65-74,46,Non-COVID-19
20,39,91,Home / Non-institution,F,75-84,39,Non-COVID-19
20,39,91,Home / Non-institution,M,75-84,39,Non-COVID-19
20,39,91,Home / Non-institution,M,85+,30,Non-COVID-19
20,39,91,Home / Non-institution,F,85+,36,Non-COVID-19
20,39,91,Hospital,M,45-64,1,COVID-19 mentioned
20,39,91,Hospital,M,75-84,2,COVID-19 mentioned
20,39,91,Hospital,F,85+,1,COVID-19 mentioned
20,39,91,Hospital,M,85+,1,COVID-19 mentioned
20,39,91,Hospital,F,0,2,Non-COVID-19
20,39,91,Hospital,M,0,3,Non-COVID-19
20,39,91,Hospital,F,15-44,5,Non-COVID-19
20,39,91,Hospital,M,15-44,10,Non-COVID-19
20,39,91,Hospital,F,45-64,23,Non-COVID-19
20,39,91,Hospital,M,45-64,33,Non-COVID-19
20,39,91,Hospital,F,65-74,29,Non-COVID-19
20,39,91,Hospital,M,65-74,54,Non-COVID-19
20,39,91,Hospital,F,75-84,65,Non-COVID-19
20,39,91,Hospital,M,75-84,66,Non-COVID-19
20,39,91,Hospital,M,85+,51,Non-COVID-19
20,39,91,Hospital,F,85+,73,Non-COVID-19
20,39,91,Other institution,F,15-44,1,Non-COVID-19
20,39,91,Other institution,F,45-64,1,Non-COVID-19
20,39,91,Other institution,M,85+,1,Non-COVID-19
20,39,91,Other institution,F,85+,3,Non-COVID-19
20,40,92,Care Home,M,65-74,1,COVID-19 mentioned
20,40,92,Care Home,F,75-84,2,COVID-19 mentioned
20,40,92,Care Home,F,85+,3,COVID-19 mentioned
20,40,92,Care Home,F,15-44,1,Non-COVID-19
20,40,92,Care Home,F,45-64,6,Non-COVID-19
20,40,92,Care Home,M,45-64,10,Non-COVID-19
20,40,92,Care Home,M,65-74,13,Non-COVID-19
20,40,92,Care Home,F,65-74,19,Non-COVID-19
20,40,92,Care Home,M,75-84,32,Non-COVID-19
20,40,92,Care Home,F,75-84,39,Non-COVID-19
20,40,92,Care Home,M,85+,26,Non-COVID-19
20,40,92,Care Home,F,85+,111,Non-COVID-19
20,40,92,Home / Non-institution,F,15-44,12,Non-COVID-19
20,40,92,Home / Non-institution,M,15-44,21,Non-COVID-19
20,40,92,Home / Non-institution,F,45-64,33,Non-COVID-19
20,40,92,Home / Non-institution,M,45-64,63,Non-COVID-19
20,40,92,Home / Non-institution,F,65-74,30,Non-COVID-19
20,40,92,Home / Non-institution,M,65-74,47,Non-COVID-19
20,40,92,Home / Non-institution,F,75-84,49,Non-COVID-19
20,40,92,Home / Non-institution,M,75-84,60,Non-COVID-19
20,40,92,Home / Non-institution,M,85+,33,Non-COVID-19
20,40,92,Home / Non-institution,F,85+,55,Non-COVID-19
20,40,92,Hospital,M,45-64,1,COVID-19 mentioned
20,40,92,Hospital,M,65-74,2,COVID-19 mentioned
20,40,92,Hospital,F,75-84,3,COVID-19 mentioned
20,40,92,Hospital,M,75-84,6,COVID-19 mentioned
20,40,92,Hospital,F,85+,1,COVID-19 mentioned
20,40,92,Hospital,M,0,4,Non-COVID-19
20,40,92,Hospital,F,1-14,1,Non-COVID-19
20,40,92,Hospital,M,1-14,1,Non-COVID-19
20,40,92,Hospital,M,15-44,5,Non-COVID-19
20,40,92,Hospital,F,15-44,6,Non-COVID-19
20,40,92,Hospital,F,45-64,34,Non-COVID-19
20,40,92,Hospital,M,45-64,50,Non-COVID-19
20,40,92,Hospital,F,65-74,50,Non-COVID-19
20,40,92,Hospital,M,65-74,59,Non-COVID-19
20,40,92,Hospital,F,75-84,73,Non-COVID-19
20,40,92,Hospital,M,75-84,76,Non-COVID-19
20,40,92,Hospital,M,85+,59,Non-COVID-19
20,40,92,Hospital,F,85+,90,Non-COVID-19
20,40,92,Other institution,M,75-84,1,COVID-19 mentioned
20,40,92,Other institution,M,15-44,1,Non-COVID-19
20,40,92,Other institution,F,45-64,2,Non-COVID-19
20,40,92,Other institution,F,75-84,2,Non-COVID-19
20,40,92,Other institution,M,85+,1,Non-COVID-19
20,40,92,Other institution,F,85+,2,Non-COVID-19
20,41,93,Care Home,M,65-74,3,COVID-19 mentioned
20,41,93,Care Home,F,85+,2,COVID-19 mentioned
20,41,93,Care Home,M,85+,2,COVID-19 mentioned
20,41,93,Care Home,F,45-64,6,Non-COVID-19
20,41,93,Care Home,M,45-64,8,Non-COVID-19
20,41,93,Care Home,M,65-74,6,Non-COVID-19
20,41,93,Care Home,F,65-74,9,Non-COVID-19
20,41,93,Care Home,M,75-84,21,Non-COVID-19
20,41,93,Care Home,F,75-84,37,Non-COVID-19
20,41,93,Care Home,M,85+,43,Non-COVID-19
20,41,93,Care Home,F,85+,84,Non-COVID-19
20,41,93,Home / Non-institution,F,15-44,1,COVID-19 mentioned
20,41,93,Home / Non-institution,M,1-14,1,Non-COVID-19
20,41,93,Home / Non-institution,F,15-44,8,Non-COVID-19
20,41,93,Home / Non-institution,M,15-44,23,Non-COVID-19
20,41,93,Home / Non-institution,F,45-64,23,Non-COVID-19
20,41,93,Home / Non-institution,M,45-64,49,Non-COVID-19
20,41,93,Home / Non-institution,F,65-74,31,Non-COVID-19
20,41,93,Home / Non-institution,M,65-74,34,Non-COVID-19
20,41,93,Home / Non-institution,F,75-84,56,Non-COVID-19
20,41,93,Home / Non-institution,M,75-84,60,Non-COVID-19
20,41,93,Home / Non-institution,M,85+,37,Non-COVID-19
20,41,93,Home / Non-institution,F,85+,51,Non-COVID-19
20,41,93,Hospital,M,45-64,1,COVID-19 mentioned
20,41,93,Hospital,F,45-64,3,COVID-19 mentioned
20,41,93,Hospital,F,65-74,1,COVID-19 mentioned
20,41,93,Hospital,F,75-84,3,COVID-19 mentioned
20,41,93,Hospital,M,75-84,6,COVID-19 mentioned
20,41,93,Hospital,F,85+,1,COVID-19 mentioned
20,41,93,Hospital,M,85+,2,COVID-19 mentioned
20,41,93,Hospital,F,15-44,3,Non-COVID-19
20,41,93,Hospital,M,15-44,7,Non-COVID-19
20,41,93,Hospital,F,45-64,19,Non-COVID-19
20,41,93,Hospital,M,45-64,38,Non-COVID-19
20,41,93,Hospital,M,65-74,38,Non-COVID-19
20,41,93,Hospital,F,65-74,44,Non-COVID-19
20,41,93,Hospital,M,75-84,61,Non-COVID-19
20,41,93,Hospital,F,75-84,90,Non-COVID-19
20,41,93,Hospital,M,85+,68,Non-COVID-19
20,41,93,Hospital,F,85+,86,Non-COVID-19
20,41,93,Other institution,F,75-84,2,Non-COVID-19
20,41,93,Other institution,M,75-84,2,Non-COVID-19
20,41,93,Other institution,F,85+,1,Non-COVID-19
20,42,94,Care Home,F,75-84,2,COVID-19 mentioned
20,42,94,Care Home,M,75-84,3,COVID-19 mentioned
20,42,94,Care Home,M,85+,1,COVID-19 mentioned
20,42,94,Care Home,F,85+,7,COVID-19 mentioned
20,42,94,Care Home,M,15-44,1,Non-COVID-19
20,42,94,Care Home,M,45-64,4,Non-COVID-19
20,42,94,Care Home,F,45-64,8,Non-COVID-19
20,42,94,Care Home,F,65-74,5,Non-COVID-19
20,42,94,Care Home,M,65-74,17,Non-COVID-19
20,42,94,Care Home,M,75-84,23,Non-COVID-19
20,42,94,Care Home,F,75-84,37,Non-COVID-19
20,42,94,Care Home,M,85+,40,Non-COVID-19
20,42,94,Care Home,F,85+,100,Non-COVID-19
20,42,94,Home / Non-institution,M,45-64,1,COVID-19 mentioned
20,42,94,Home / Non-institution,F,65-74,1,COVID-19 mentioned
20,42,94,Home / Non-institution,F,75-84,1,COVID-19 mentioned
20,42,94,Home / Non-institution,M,75-84,2,COVID-19 mentioned
20,42,94,Home / Non-institution,F,15-44,2,Non-COVID-19
20,42,94,Home / Non-institution,M,15-44,20,Non-COVID-19
20,42,94,Home / Non-institution,F,45-64,21,Non-COVID-19
20,42,94,Home / Non-institution,M,45-64,50,Non-COVID-19
20,42,94,Home / Non-institution,M,65-74,34,Non-COVID-19
20,42,94,Home / Non-institution,F,65-74,39,Non-COVID-19
20,42,94,Home / Non-institution,F,75-84,54,Non-COVID-19
20,42,94,Home / Non-institution,M,75-84,56,Non-COVID-19
20,42,94,Home / Non-institution,M,85+,24,Non-COVID-19
20,42,94,Home / Non-institution,F,85+,41,Non-COVID-19
20,42,94,Hospital,M,15-44,2,COVID-19 mentioned
20,42,94,Hospital,F,45-64,3,COVID-19 mentioned
20,42,94,Hospital,M,45-64,5,COVID-19 mentioned
20,42,94,Hospital,M,65-74,2,COVID-19 mentioned
20,42,94,Hospital,F,65-74,6,COVID-19 mentioned
20,42,94,Hospital,F,75-84,10,COVID-19 mentioned
20,42,94,Hospital,M,75-84,21,COVID-19 mentioned
20,42,94,Hospital,F,85+,2,COVID-19 mentioned
20,42,94,Hospital,M,85+,7,COVID-19 mentioned
20,42,94,Hospital,M,0,1,Non-COVID-19
20,42,94,Hospital,F,15-44,6,Non-COVID-19
20,42,94,Hospital,M,15-44,7,Non-COVID-19
20,42,94,Hospital,M,45-64,25,Non-COVID-19
20,42,94,Hospital,F,45-64,29,Non-COVID-19
20,42,94,Hospital,F,65-74,38,Non-COVID-19
20,42,94,Hospital,M,65-74,50,Non-COVID-19
20,42,94,Hospital,F,75-84,74,Non-COVID-19
20,42,94,Hospital,M,75-84,95,Non-COVID-19
20,42,94,Hospital,M,85+,62,Non-COVID-19
20,42,94,Hospital,F,85+,88,Non-COVID-19
20,42,94,Other institution,F,15-44,1,Non-COVID-19
20,42,94,Other institution,M,15-44,1,Non-COVID-19
20,42,94,Other institution,F,45-64,2,Non-COVID-19
20,42,94,Other institution,M,65-74,1,Non-COVID-19
20,42,94,Other institution,F,85+,2,Non-COVID-19
20,43,95,Care Home,M,45-64,1,COVID-19 mentioned
20,43,95,Care Home,M,65-74,1,COVID-19 mentioned
20,43,95,Care Home,M,75-84,1,COVID-19 mentioned
20,43,95,Care Home,F,75-84,4,COVID-19 mentioned
20,43,95,Care Home,M,85+,3,COVID-19 mentioned
20,43,95,Care Home,F,85+,8,COVID-19 mentioned
20,43,95,Care Home,F,15-44,2,Non-COVID-19
20,43,95,Care Home,M,15-44,2,Non-COVID-19
20,43,95,Care Home,F,45-64,2,Non-COVID-19
20,43,95,Care Home,M,45-64,8,Non-COVID-19
20,43,95,Care Home,F,65-74,10,Non-COVID-19
20,43,95,Care Home,M,65-74,19,Non-COVID-19
20,43,95,Care Home,F,75-84,27,Non-COVID-19
20,43,95,Care Home,M,75-84,30,Non-COVID-19
20,43,95,Care Home,M,85+,45,Non-COVID-19
20,43,95,Care Home,F,85+,91,Non-COVID-19
20,43,95,Home / Non-institution,M,45-64,1,COVID-19 mentioned
20,43,95,Home / Non-institution,F,65-74,1,COVID-19 mentioned
20,43,95,Home / Non-institution,M,65-74,1,COVID-19 mentioned
20,43,95,Home / Non-institution,F,75-84,1,COVID-19 mentioned
20,43,95,Home / Non-institution,F,85+,2,COVID-19 mentioned
20,43,95,Home / Non-institution,M,0,1,Non-COVID-19
20,43,95,Home / Non-institution,F,15-44,14,Non-COVID-19
20,43,95,Home / Non-institution,M,15-44,21,Non-COVID-19
20,43,95,Home / Non-institution,F,45-64,29,Non-COVID-19
20,43,95,Home / Non-institution,M,45-64,59,Non-COVID-19
20,43,95,Home / Non-institution,F,65-74,35,Non-COVID-19
20,43,95,Home / Non-institution,M,65-74,55,Non-COVID-19
20,43,95,Home / Non-institution,M,75-84,37,Non-COVID-19
20,43,95,Home / Non-institution,F,75-84,54,Non-COVID-19
20,43,95,Home / Non-institution,M,85+,37,Non-COVID-19
20,43,95,Home / Non-institution,F,85+,39,Non-COVID-19
20,43,95,Hospital,M,15-44,2,COVID-19 mentioned
20,43,95,Hospital,F,45-64,5,COVID-19 mentioned
20,43,95,Hospital,M,45-64,7,COVID-19 mentioned
20,43,95,Hospital,F,65-74,4,COVID-19 mentioned
20,43,95,Hospital,M,65-74,13,COVID-19 mentioned
20,43,95,Hospital,F,75-84,15,COVID-19 mentioned
20,43,95,Hospital,M,75-84,21,COVID-19 mentioned
20,43,95,Hospital,F,85+,5,COVID-19 mentioned
20,43,95,Hospital,M,85+,10,COVID-19 mentioned
20,43,95,Hospital,M,0,3,Non-COVID-19
20,43,95,Hospital,F,15-44,5,Non-COVID-19
20,43,95,Hospital,M,15-44,5,Non-COVID-19
20,43,95,Hospital,F,45-64,31,Non-COVID-19
20,43,95,Hospital,M,45-64,40,Non-COVID-19
20,43,95,Hospital,F,65-74,47,Non-COVID-19
20,43,95,Hospital,M,65-74,55,Non-COVID-19
20,43,95,Hospital,F,75-84,73,Non-COVID-19
20,43,95,Hospital,M,75-84,73,Non-COVID-19
20,43,95,Hospital,M,85+,60,Non-COVID-19
20,43,95,Hospital,F,85+,70,Non-COVID-19
20,43,95,Other institution,M,15-44,1,Non-COVID-19
20,43,95,Other institution,M,45-64,1,Non-COVID-19
20,44,96,Care Home,F,45-64,1,COVID-19 mentioned
20,44,96,Care Home,F,65-74,1,COVID-19 mentioned
20,44,96,Care Home,M,65-74,3,COVID-19 mentioned
20,44,96,Care Home,F,75-84,4,COVID-19 mentioned
20,44,96,Care Home,M,75-84,4,COVID-19 mentioned
20,44,96,Care Home,M,85+,6,COVID-19 mentioned
20,44,96,Care Home,F,85+,12,COVID-19 mentioned
20,44,96,Care Home,F,15-44,1,Non-COVID-19
20,44,96,Care Home,F,45-64,7,Non-COVID-19
20,44,96,Care Home,M,45-64,7,Non-COVID-19
20,44,96,Care Home,F,65-74,8,Non-COVID-19
20,44,96,Care Home,M,65-74,19,Non-COVID-19
20,44,96,Care Home,M,75-84,24,Non-COVID-19
20,44,96,Care Home,F,75-84,36,Non-COVID-19
20,44,96,Care Home,M,85+,38,Non-COVID-19
20,44,96,Care Home,F,85+,77,Non-COVID-19
20,44,96,Home / Non-institution,M,45-64,2,COVID-19 mentioned
20,44,96,Home / Non-institution,M,65-74,1,COVID-19 mentioned
20,44,96,Home / Non-institution,F,75-84,2,COVID-19 mentioned
20,44,96,Home / Non-institution,M,75-84,3,COVID-19 mentioned
20,44,96,Home / Non-institution,M,85+,1,COVID-19 mentioned
20,44,96,Home / Non-institution,F,1-14,1,Non-COVID-19
20,44,96,Home / Non-institution,F,15-44,7,Non-COVID-19
20,44,96,Home / Non-institution,M,15-44,19,Non-COVID-19
20,44,96,Home / Non-institution,F,45-64,22,Non-COVID-19
20,44,96,Home / Non-institution,M,45-64,62,Non-COVID-19
20,44,96,Home / Non-institution,F,65-74,34,Non-COVID-19
20,44,96,Home / Non-institution,M,65-74,47,Non-COVID-19
20,44,96,Home / Non-institution,F,75-84,53,Non-COVID-19
20,44,96,Home / Non-institution,M,75-84,69,Non-COVID-19
20,44,96,Home / Non-institution,M,85+,42,Non-COVID-19
20,44,96,Home / Non-institution,F,85+,51,Non-COVID-19
20,44,96,Hospital,F,45-64,4,COVID-19 mentioned
20,44,96,Hospital,M,45-64,6,COVID-19 mentioned
20,44,96,Hospital,F,65-74,15,COVID-19 mentioned
20,44,96,Hospital,M,65-74,20,COVID-19 mentioned
20,44,96,Hospital,F,75-84,19,COVID-19 mentioned
20,44,96,Hospital,M,75-84,26,COVID-19 mentioned
20,44,96,Hospital,F,85+,12,COVID-19 mentioned
20,44,96,Hospital,M,85+,26,COVID-19 mentioned
20,44,96,Hospital,M,0,1,Non-COVID-19
20,44,96,Hospital,F,1-14,1,Non-COVID-19
20,44,96,Hospital,M,1-14,1,Non-COVID-19
20,44,96,Hospital,F,15-44,5,Non-COVID-19
20,44,96,Hospital,M,15-44,7,Non-COVID-19
20,44,96,Hospital,F,45-64,30,Non-COVID-19
20,44,96,Hospital,M,45-64,31,Non-COVID-19
20,44,96,Hospital,F,65-74,34,Non-COVID-19
20,44,96,Hospital,M,65-74,61,Non-COVID-19
20,44,96,Hospital,F,75-84,76,Non-COVID-19
20,44,96,Hospital,M,75-84,77,Non-COVID-19
20,44,96,Hospital,M,85+,58,Non-COVID-19
20,44,96,Hospital,F,85+,87,Non-COVID-19
20,44,96,Other institution,F,85+,1,Non-COVID-19
20,45,97,Care Home,M,65-74,1,COVID-19 mentioned
20,45,97,Care Home,F,75-84,7,COVID-19 mentioned
20,45,97,Care Home,M,75-84,7,COVID-19 mentioned
20,45,97,Care Home,M,85+,14,COVID-19 mentioned
20,45,97,Care Home,F,85+,24,COVID-19 mentioned
20,45,97,Care Home,F,45-64,5,Non-COVID-19
20,45,97,Care Home,M,45-64,6,Non-COVID-19
20,45,97,Care Home,F,65-74,8,Non-COVID-19
20,45,97,Care Home,M,65-74,12,Non-COVID-19
20,45,97,Care Home,M,75-84,20,Non-COVID-19
20,45,97,Care Home,F,75-84,37,Non-COVID-19
20,45,97,Care Home,M,85+,33,Non-COVID-19
20,45,97,Care Home,F,85+,98,Non-COVID-19
20,45,97,Home / Non-institution,F,45-64,1,COVID-19 mentioned
20,45,97,Home / Non-institution,M,45-64,2,COVID-19 mentioned
20,45,97,Home / Non-institution,F,65-74,2,COVID-19 mentioned
20,45,97,Home / Non-institution,F,75-84,1,COVID-19 mentioned
20,45,97,Home / Non-institution,M,75-84,2,COVID-19 mentioned
20,45,97,Home / Non-institution,F,85+,1,COVID-19 mentioned
20,45,97,Home / Non-institution,F,15-44,12,Non-COVID-19
20,45,97,Home / Non-institution,M,15-44,28,Non-COVID-19
20,45,97,Home / Non-institution,F,45-64,25,Non-COVID-19
20,45,97,Home / Non-institution,M,45-64,59,Non-COVID-19
20,45,97,Home / Non-institution,F,65-74,36,Non-COVID-19
20,45,97,Home / Non-institution,M,65-74,46,Non-COVID-19
20,45,97,Home / Non-institution,F,75-84,47,Non-COVID-19
20,45,97,Home / Non-institution,M,75-84,59,Non-COVID-19
20,45,97,Home / Non-institution,M,85+,35,Non-COVID-19
20,45,97,Home / Non-institution,F,85+,53,Non-COVID-19
20,45,97,Hospital,F,45-64,8,COVID-19 mentioned
20,45,97,Hospital,M,45-64,9,COVID-19 mentioned
20,45,97,Hospital,F,65-74,16,COVID-19 mentioned
20,45,97,Hospital,M,65-74,16,COVID-19 mentioned
20,45,97,Hospital,F,75-84,23,COVID-19 mentioned
20,45,97,Hospital,M,75-84,31,COVID-19 mentioned
20,45,97,Hospital,F,85+,19,COVID-19 mentioned
20,45,97,Hospital,M,85+,22,COVID-19 mentioned
20,45,97,Hospital,M,0,1,Non-COVID-19
20,45,97,Hospital,F,0,3,Non-COVID-19
20,45,97,Hospital,F,1-14,1,Non-COVID-19
20,45,97,Hospital,M,1-14,2,Non-COVID-19
20,45,97,Hospital,M,15-44,6,Non-COVID-19
20,45,97,Hospital,F,15-44,7,Non-COVID-19
20,45,97,Hospital,F,45-64,24,Non-COVID-19
20,45,97,Hospital,M,45-64,31,Non-COVID-19
20,45,97,Hospital,F,65-74,42,Non-COVID-19
