Year,Week,Location,Sex,Age,Deaths
19,48,Other institution,F,75-84,2
19,49,Care Home,M,75-84,30
19,49,Care Home,F,75-84,41
19,49,Home / Non-institution,F,75-84,32
19,49,Home / Non-institution,M,75-84,50
19,49,Hospital,F,75-84,91
19,49,Hospital,M,75-84,107
19,49,Other institution,F,75-84,1
19,49,Other institution,M,75-84,2
19,50,Care Home,M,75-84,38
19,50,Care Home,F,75-84,47
19,50,Home / Non-institution,F,75-84,38
19,50,Home / Non-institution,M,75-84,55
19,50,Hospital,M,75-84,92
19,50,Hospital,F,75-84,112
19,51,Care Home,M,75-84,29
19,51,Care Home,F,75-84,38
19,51,Home / Non-institution,F,75-84,48
19,51,Home / Non-institution,M,75-84,52
19,51,Hospital,F,75-84,107
19,51,Hospital,M,75-84,111
19,51,Other institution,F,75-84,1
19,51,Other institution,M,75-84,1
19,52,Care Home,M,75-84,18
19,52,Care Home,F,75-84,40
19,52,Home / Non-institution,F,75-84,28
19,52,Home / Non-institution,M,75-84,36
19,52,Hospital,M,75-84,89
19,52,Hospital,F,75-84,92
19,52,Other institution,F,75-84,1
15,1,Care Home,M,85+,47
15,1,Care Home,F,85+,112
15,1,Home / Non-institution,M,85+,25
15,1,Home / Non-institution,F,85+,38
15,1,Hospital,M,85+,74
15,1,Hospital,F,85+,115
15,1,Other institution,M,85+,1
15,1,Other institution,F,85+,2
15,2,Care Home,M,85+,60
15,2,Care Home,F,85+,161
15,2,Home / Non-institution,F,85+,49
15,2,Home / Non-institution,M,85+,49
15,2,Hospital,M,85+,104
15,2,Hospital,F,85+,164
15,2,Other institution,F,85+,1
15,3,Care Home,M,85+,61
15,3,Care Home,F,85+,171
15,3,Home / Non-institution,M,85+,27
15,3,Home / Non-institution,F,85+,36
15,3,Hospital,M,85+,103
15,3,Hospital,F,85+,159
15,3,Other institution,F,85+,1
15,3,Other institution,M,85+,1
15,4,Care Home,M,85+,47
15,4,Care Home,F,85+,145
15,4,Home / Non-institution,M,85+,20
15,4,Home / Non-institution,F,85+,31
15,4,Hospital,M,85+,105
15,4,Hospital,F,85+,139
15,4,Other institution,F,85+,1
15,5,Care Home,M,85+,39
15,5,Care Home,F,85+,151
15,5,Home / Non-institution,M,85+,12
15,5,Home / Non-institution,F,85+,33
15,5,Hospital,M,85+,89
15,5,Hospital,F,85+,136
15,5,Other institution,F,85+,1
15,6,Care Home,M,85+,55
15,6,Care Home,F,85+,147
15,6,Home / Non-institution,M,85+,27
15,6,Home / Non-institution,F,85+,30
15,6,Hospital,M,85+,85
15,6,Hospital,F,85+,129
15,6,Other institution,F,85+,2
15,7,Care Home,M,85+,47
15,7,Care Home,F,85+,163
15,7,Home / Non-institution,F,85+,29
15,7,Home / Non-institution,M,85+,31
15,7,Hospital,M,85+,76
15,7,Hospital,F,85+,132
15,7,Other institution,F,85+,1
15,7,Other institution,M,85+,1
15,8,Care Home,M,85+,48
15,8,Care Home,F,85+,159
15,8,Home / Non-institution,M,85+,25
15,8,Home / Non-institution,F,85+,42
15,8,Hospital,M,85+,94
15,8,Hospital,F,85+,129
15,9,Care Home,M,85+,38
15,9,Care Home,F,85+,138
15,9,Home / Non-institution,M,85+,28
15,9,Home / Non-institution,F,85+,49
15,9,Hospital,M,85+,83
15,9,Hospital,F,85+,131
15,9,Other institution,F,85+,2
15,10,Care Home,M,85+,51
15,10,Care Home,F,85+,144
15,10,Home / Non-institution,M,85+,23
15,10,Home / Non-institution,F,85+,34
15,10,Hospital,M,85+,83
15,10,Hospital,F,85+,103
15,11,Care Home,M,85+,43
15,11,Care Home,F,85+,135
15,11,Home / Non-institution,M,85+,27
15,11,Home / Non-institution,F,85+,36
15,11,Hospital,M,85+,80
15,11,Hospital,F,85+,110
15,11,Other institution,F,85+,3
15,12,Care Home,M,85+,51
15,12,Care Home,F,85+,107
15,12,Home / Non-institution,M,85+,22
15,12,Home / Non-institution,F,85+,45
15,12,Hospital,M,85+,82
15,12,Hospital,F,85+,106
15,12,Other institution,F,85+,1
15,13,Care Home,M,85+,35
15,13,Care Home,F,85+,98
15,13,Home / Non-institution,M,85+,24
15,13,Home / Non-institution,F,85+,37
15,13,Hospital,M,85+,77
15,13,Hospital,F,85+,103
15,13,Other institution,M,85+,1
15,14,Care Home,M,85+,43
15,14,Care Home,F,85+,97
15,14,Home / Non-institution,M,85+,24
15,14,Home / Non-institution,F,85+,29
15,14,Hospital,M,85+,73
15,14,Hospital,F,85+,90
15,14,Other institution,F,85+,1
15,15,Care Home,M,85+,48
15,15,Care Home,F,85+,109
15,15,Home / Non-institution,M,85+,19
15,15,Home / Non-institution,F,85+,46
15,15,Hospital,M,85+,89
15,15,Hospital,F,85+,114
15,15,Other institution,F,85+,2
15,16,Care Home,M,85+,40
15,16,Care Home,F,85+,109
15,16,Home / Non-institution,M,85+,22
15,16,Home / Non-institution,F,85+,25
15,16,Hospital,M,85+,68
15,16,Hospital,F,85+,102
15,16,Other institution,F,85+,3
15,17,Care Home,M,85+,41
15,17,Care Home,F,85+,100
15,17,Home / Non-institution,M,85+,22
15,17,Home / Non-institution,F,85+,34
15,17,Hospital,M,85+,64
15,17,Hospital,F,85+,97
15,18,Care Home,M,85+,35
15,18,Care Home,F,85+,107
15,18,Home / Non-institution,M,85+,17
15,18,Home / Non-institution,F,85+,29
15,18,Hospital,M,85+,62
15,18,Hospital,F,85+,101
15,18,Other institution,F,85+,1
15,18,Other institution,M,85+,1
15,19,Care Home,M,85+,47
15,19,Care Home,F,85+,97
15,19,Home / Non-institution,M,85+,22
15,19,Home / Non-institution,F,85+,30
15,19,Hospital,M,85+,54
15,19,Hospital,F,85+,87
15,19,Other institution,M,85+,1
15,19,Other institution,F,85+,2
15,20,Care Home,M,85+,41
15,20,Care Home,F,85+,108
15,20,Home / Non-institution,M,85+,23
15,20,Home / Non-institution,F,85+,33
15,20,Hospital,M,85+,71
15,20,Hospital,F,85+,87
15,21,Care Home,M,85+,37
15,21,Care Home,F,85+,102
15,21,Home / Non-institution,M,85+,24
15,21,Home / Non-institution,F,85+,26
15,21,Hospital,M,85+,77
15,21,Hospital,F,85+,82
15,21,Other institution,F,85+,1
15,22,Care Home,M,85+,25
15,22,Care Home,F,85+,82
15,22,Home / Non-institution,M,85+,21
15,22,Home / Non-institution,F,85+,31
15,22,Hospital,M,85+,62
15,22,Hospital,F,85+,104
15,22,Other institution,F,85+,1
15,23,Care Home,M,85+,39
15,23,Care Home,F,85+,113
15,23,Home / Non-institution,M,85+,22
15,23,Home / Non-institution,F,85+,44
15,23,Hospital,M,85+,65
15,23,Hospital,F,85+,92
15,23,Other institution,F,85+,3
15,24,Care Home,M,85+,37
15,24,Care Home,F,85+,81
15,24,Home / Non-institution,F,85+,24
15,24,Home / Non-institution,M,85+,25
15,24,Hospital,M,85+,56
15,24,Hospital,F,85+,76
15,24,Other institution,F,85+,1
15,25,Care Home,M,85+,31
15,25,Care Home,F,85+,90
15,25,Home / Non-institution,M,85+,20
15,25,Home / Non-institution,F,85+,35
15,25,Hospital,F,85+,65
15,25,Hospital,M,85+,76
15,26,Care Home,M,85+,30
15,26,Care Home,F,85+,107
15,26,Home / Non-institution,M,85+,19
15,26,Home / Non-institution,F,85+,27
15,26,Hospital,M,85+,61
15,26,Hospital,F,85+,99
15,26,Other institution,F,85+,1
15,27,Care Home,M,85+,26
15,27,Care Home,F,85+,104
15,27,Home / Non-institution,M,85+,31
15,27,Home / Non-institution,F,85+,32
15,27,Hospital,M,85+,80
15,27,Hospital,F,85+,100
15,27,Other institution,F,85+,2
15,28,Care Home,M,85+,40
15,28,Care Home,F,85+,82
15,28,Home / Non-institution,M,85+,16
15,28,Home / Non-institution,F,85+,26
15,28,Hospital,M,85+,67
15,28,Hospital,F,85+,92
15,28,Other institution,M,85+,1
15,29,Care Home,M,85+,36
15,29,Care Home,F,85+,86
15,29,Home / Non-institution,M,85+,18
15,29,Home / Non-institution,F,85+,29
15,29,Hospital,M,85+,53
15,29,Hospital,F,85+,107
15,29,Other institution,F,85+,1
15,30,Care Home,M,85+,36
15,30,Care Home,F,85+,75
15,30,Home / Non-institution,M,85+,18
15,30,Home / Non-institution,F,85+,36
15,30,Hospital,M,85+,61
15,30,Hospital,F,85+,68
15,31,Care Home,M,85+,30
15,31,Care Home,F,85+,69
15,31,Home / Non-institution,M,85+,21
15,31,Home / Non-institution,F,85+,39
15,31,Hospital,M,85+,62
15,31,Hospital,F,85+,78
15,31,Other institution,F,85+,3
15,32,Care Home,M,85+,25
15,32,Care Home,F,85+,96
15,32,Home / Non-institution,M,85+,24
15,32,Home / Non-institution,F,85+,33
15,32,Hospital,M,85+,62
15,32,Hospital,F,85+,98
15,33,Care Home,M,85+,36
15,33,Care Home,F,85+,78
15,33,Home / Non-institution,M,85+,14
15,33,Home / Non-institution,F,85+,21
15,33,Hospital,M,85+,51
15,33,Hospital,F,85+,90
15,33,Other institution,F,85+,1
15,33,Other institution,M,85+,1
15,34,Care Home,M,85+,36
15,34,Care Home,F,85+,82
15,34,Home / Non-institution,M,85+,22
15,34,Home / Non-institution,F,85+,28
15,34,Hospital,M,85+,62
15,34,Hospital,F,85+,92
15,34,Other institution,F,85+,1
15,35,Care Home,M,85+,29
15,35,Care Home,F,85+,85
15,35,Home / Non-institution,M,85+,17
15,35,Home / Non-institution,F,85+,25
15,35,Hospital,M,85+,61
15,35,Hospital,F,85+,83
15,35,Other institution,F,85+,1
15,36,Care Home,M,85+,36
15,36,Care Home,F,85+,87
15,36,Home / Non-institution,M,85+,20
15,36,Home / Non-institution,F,85+,33
15,36,Hospital,M,85+,55
15,36,Hospital,F,85+,63
15,36,Other institution,F,85+,3
15,37,Care Home,M,85+,32
15,37,Care Home,F,85+,78
15,37,Home / Non-institution,F,85+,23
15,37,Home / Non-institution,M,85+,28
15,37,Hospital,M,85+,71
15,37,Hospital,F,85+,84
15,37,Other institution,F,85+,1
15,37,Other institution,M,85+,1
15,38,Care Home,M,85+,43
15,38,Care Home,F,85+,101
15,38,Home / Non-institution,M,85+,25
15,38,Home / Non-institution,F,85+,37
15,38,Hospital,M,85+,67
15,38,Hospital,F,85+,89
15,38,Other institution,F,85+,1
15,39,Care Home,M,85+,35
15,39,Care Home,F,85+,95
15,39,Home / Non-institution,M,85+,22
15,39,Home / Non-institution,F,85+,38
15,39,Hospital,M,85+,58
15,39,Hospital,F,85+,91
15,39,Other institution,F,85+,2
15,40,Care Home,M,85+,34
15,40,Care Home,F,85+,78
15,40,Home / Non-institution,M,85+,25
15,40,Home / Non-institution,F,85+,37
15,40,Hospital,M,85+,64
15,40,Hospital,F,85+,82
15,40,Other institution,M,85+,1
15,40,Other institution,F,85+,3
15,41,Care Home,M,85+,24
15,41,Care Home,F,85+,75
15,41,Home / Non-institution,F,85+,21
15,41,Home / Non-institution,M,85+,22
15,41,Hospital,M,85+,64
15,41,Hospital,F,85+,101
15,41,Other institution,F,85+,2
15,42,Care Home,M,85+,44
15,42,Care Home,F,85+,83
15,42,Home / Non-institution,M,85+,22
15,42,Home / Non-institution,F,85+,32
15,42,Hospital,M,85+,65
15,42,Hospital,F,85+,102
15,42,Other institution,F,85+,1
15,43,Care Home,M,85+,37
15,43,Care Home,F,85+,83
15,43,Home / Non-institution,M,85+,20
15,43,Home / Non-institution,F,85+,28
15,43,Hospital,M,85+,74
15,43,Hospital,F,85+,90
15,43,Other institution,F,85+,1
15,44,Care Home,M,85+,46
15,44,Care Home,F,85+,100
15,44,Home / Non-institution,M,85+,24
15,44,Home / Non-institution,F,85+,43
15,44,Hospital,M,85+,60
15,44,Hospital,F,85+,94
15,44,Other institution,F,85+,1
15,45,Care Home,M,85+,43
15,45,Care Home,F,85+,87
15,45,Home / Non-institution,M,85+,18
15,45,Home / Non-institution,F,85+,38
15,45,Hospital,M,85+,60
15,45,Hospital,F,85+,88
15,46,Care Home,M,85+,48
15,46,Care Home,F,85+,109
15,46,Home / Non-institution,M,85+,18
15,46,Home / Non-institution,F,85+,31
15,46,Hospital,M,85+,75
15,46,Hospital,F,85+,90
15,46,Other institution,F,85+,3
15,47,Care Home,M,85+,51
15,47,Care Home,F,85+,86
15,47,Home / Non-institution,M,85+,24
15,47,Home / Non-institution,F,85+,43
15,47,Hospital,M,85+,51
15,47,Hospital,F,85+,84
15,47,Other institution,F,85+,1
15,47,Other institution,M,85+,1
15,48,Care Home,M,85+,38
15,48,Care Home,F,85+,101
15,48,Home / Non-institution,F,85+,31
15,48,Home / Non-institution,M,85+,35
15,48,Hospital,M,85+,74
15,48,Hospital,F,85+,95
15,48,Other institution,F,85+,2
15,48,Other institution,M,85+,2
15,49,Care Home,M,85+,35
15,49,Care Home,F,85+,95
15,49,Home / Non-institution,M,85+,24
15,49,Home / Non-institution,F,85+,29
15,49,Hospital,M,85+,74
15,49,Hospital,F,85+,97
15,49,Other institution,F,85+,1
15,49,Other institution,M,85+,1
15,50,Care Home,M,85+,29
15,50,Care Home,F,85+,97
15,50,Home / Non-institution,M,85+,25
15,50,Home / Non-institution,F,85+,39
15,50,Hospital,M,85+,75
15,50,Hospital,F,85+,107
15,50,Other institution,M,85+,2
15,51,Care Home,M,85+,41
15,51,Care Home,F,85+,101
15,51,Home / Non-institution,M,85+,27
15,51,Home / Non-institution,F,85+,44
15,51,Hospital,M,85+,61
15,51,Hospital,F,85+,106
15,51,Other institution,M,85+,1
15,52,Care Home,M,85+,32
15,52,Care Home,F,85+,97
15,52,Home / Non-institution,M,85+,15
15,52,Home / Non-institution,F,85+,24
15,52,Hospital,M,85+,45
15,52,Hospital,F,85+,94
15,53,Care Home,M,85+,36
15,53,Care Home,F,85+,96
15,53,Home / Non-institution,M,85+,21
15,53,Home / Non-institution,F,85+,32
15,53,Hospital,M,85+,43
15,53,Hospital,F,85+,95
15,53,Other institution,M,85+,1
16,1,Care Home,M,85+,45
16,1,Care Home,F,85+,144
16,1,Home / Non-institution,M,85+,31
16,1,Home / Non-institution,F,85+,47
16,1,Hospital,M,85+,89
16,1,Hospital,F,85+,127
16,1,Other institution,F,85+,1
16,1,Other institution,M,85+,1
16,2,Care Home,M,85+,43
16,2,Care Home,F,85+,110
16,2,Home / Non-institution,M,85+,17
16,2,Home / Non-institution,F,85+,39
16,2,Hospital,M,85+,77
16,2,Hospital,F,85+,127
16,2,Other institution,F,85+,1
16,2,Other institution,M,85+,1
16,3,Care Home,M,85+,45
16,3,Care Home,F,85+,113
16,3,Home / Non-institution,M,85+,24
16,3,Home / Non-institution,F,85+,35
16,3,Hospital,M,85+,84
16,3,Hospital,F,85+,112
16,3,Other institution,F,85+,1
16,3,Other institution,M,85+,1
16,4,Care Home,M,85+,54
16,4,Care Home,F,85+,108
16,4,Home / Non-institution,M,85+,27
16,4,Home / Non-institution,F,85+,31
16,4,Hospital,M,85+,75
16,4,Hospital,F,85+,114
16,4,Other institution,M,85+,1
16,4,Other institution,F,85+,2
16,5,Care Home,M,85+,43
16,5,Care Home,F,85+,108
16,5,Home / Non-institution,M,85+,23
16,5,Home / Non-institution,F,85+,30
16,5,Hospital,M,85+,59
16,5,Hospital,F,85+,111
16,5,Other institution,F,85+,1
16,6,Care Home,M,85+,37
16,6,Care Home,F,85+,113
16,6,Home / Non-institution,F,85+,34
16,6,Home / Non-institution,M,85+,34
16,6,Hospital,M,85+,71
16,6,Hospital,F,85+,117
16,6,Other institution,F,85+,2
16,7,Care Home,M,85+,50
16,7,Care Home,F,85+,125
16,7,Home / Non-institution,M,85+,13
16,7,Home / Non-institution,F,85+,27
16,7,Hospital,M,85+,72
16,7,Hospital,F,85+,120
16,7,Other institution,M,85+,1
16,7,Other institution,F,85+,2
16,8,Care Home,M,85+,49
16,8,Care Home,F,85+,110
16,8,Home / Non-institution,M,85+,25
16,8,Home / Non-institution,F,85+,42
16,8,Hospital,M,85+,66
16,8,Hospital,F,85+,101
16,8,Other institution,M,85+,1
16,8,Other institution,F,85+,2
16,9,Care Home,M,85+,32
16,9,Care Home,F,85+,113
16,9,Home / Non-institution,M,85+,27
16,9,Home / Non-institution,F,85+,41
16,9,Hospital,M,85+,79
16,9,Hospital,F,85+,98
16,10,Care Home,M,85+,28
16,10,Care Home,F,85+,98
16,10,Home / Non-institution,M,85+,21
16,10,Home / Non-institution,F,85+,29
16,10,Hospital,M,85+,73
16,10,Hospital,F,85+,104
16,10,Other institution,F,85+,3
16,11,Care Home,M,85+,35
16,11,Care Home,F,85+,108
16,11,Home / Non-institution,F,85+,26
16,11,Home / Non-institution,M,85+,27
16,11,Hospital,M,85+,65
16,11,Hospital,F,85+,104
16,11,Other institution,F,85+,1
16,11,Other institution,M,85+,3
16,12,Care Home,M,85+,29
16,12,Care Home,F,85+,93
16,12,Home / Non-institution,M,85+,26
16,12,Home / Non-institution,F,85+,27
16,12,Hospital,M,85+,58
16,12,Hospital,F,85+,99
16,12,Other institution,F,85+,3
16,13,Care Home,M,85+,31
16,13,Care Home,F,85+,94
16,13,Home / Non-institution,M,85+,30
16,13,Home / Non-institution,F,85+,47
16,13,Hospital,M,85+,66
16,13,Hospital,F,85+,93
16,13,Other institution,F,85+,1
16,14,Care Home,M,85+,44
16,14,Care Home,F,85+,100
16,14,Home / Non-institution,M,85+,27
16,14,Home / Non-institution,F,85+,33
16,14,Hospital,M,85+,67
16,14,Hospital,F,85+,120
16,14,Other institution,F,85+,2
16,15,Care Home,M,85+,38
16,15,Care Home,F,85+,86
16,15,Home / Non-institution,F,85+,30
16,15,Home / Non-institution,M,85+,36
16,15,Hospital,M,85+,62
16,15,Hospital,F,85+,100
16,15,Other institution,M,85+,1
16,16,Care Home,M,85+,36
16,16,Care Home,F,85+,103
16,16,Home / Non-institution,M,85+,25
16,16,Home / Non-institution,F,85+,28
16,16,Hospital,M,85+,67
16,16,Hospital,F,85+,101
16,17,Care Home,M,85+,31
16,17,Care Home,F,85+,104
16,17,Home / Non-institution,M,85+,18
16,17,Home / Non-institution,F,85+,33
16,17,Hospital,M,85+,63
16,17,Hospital,F,85+,81
16,17,Other institution,F,85+,1
16,18,Care Home,M,85+,46
16,18,Care Home,F,85+,98
16,18,Home / Non-institution,M,85+,20
16,18,Home / Non-institution,F,85+,24
16,18,Hospital,M,85+,67
16,18,Hospital,F,85+,78
16,18,Other institution,M,85+,1
16,18,Other institution,F,85+,2
16,19,Care Home,M,85+,39
16,19,Care Home,F,85+,88
16,19,Home / Non-institution,M,85+,17
16,19,Home / Non-institution,F,85+,36
16,19,Hospital,M,85+,61
16,19,Hospital,F,85+,97
16,19,Other institution,F,85+,2
16,20,Care Home,M,85+,30
16,20,Care Home,F,85+,92
16,20,Home / Non-institution,M,85+,21
16,20,Home / Non-institution,F,85+,27
16,20,Hospital,M,85+,63
16,20,Hospital,F,85+,78
16,20,Other institution,F,85+,1
16,21,Care Home,M,85+,31
16,21,Care Home,F,85+,84
16,21,Home / Non-institution,M,85+,19
16,21,Home / Non-institution,F,85+,34
16,21,Hospital,M,85+,61
16,21,Hospital,F,85+,88
16,21,Other institution,M,85+,1
16,22,Care Home,M,85+,27
16,22,Care Home,F,85+,74
16,22,Home / Non-institution,M,85+,16
16,22,Home / Non-institution,F,85+,33
16,22,Hospital,M,85+,62
16,22,Hospital,F,85+,84
16,22,Other institution,M,85+,1
16,23,Care Home,M,85+,35
16,23,Care Home,F,85+,88
16,23,Home / Non-institution,M,85+,17
16,23,Home / Non-institution,F,85+,33
16,23,Hospital,M,85+,65
16,23,Hospital,F,85+,82
16,23,Other institution,F,85+,3
16,24,Care Home,M,85+,46
16,24,Care Home,F,85+,77
16,24,Home / Non-institution,M,85+,28
16,24,Home / Non-institution,F,85+,37
16,24,Hospital,M,85+,56
16,24,Hospital,F,85+,84
16,24,Other institution,F,85+,1
16,25,Care Home,M,85+,30
16,25,Care Home,F,85+,76
16,25,Home / Non-institution,M,85+,13
16,25,Home / Non-institution,F,85+,39
16,25,Hospital,M,85+,60
16,25,Hospital,F,85+,82
16,25,Other institution,F,85+,1
16,26,Care Home,M,85+,38
16,26,Care Home,F,85+,74
16,26,Home / Non-institution,M,85+,20
16,26,Home / Non-institution,F,85+,28
16,26,Hospital,M,85+,61
16,26,Hospital,F,85+,89
16,27,Care Home,M,85+,30
16,27,Care Home,F,85+,82
16,27,Home / Non-institution,M,85+,16
16,27,Home / Non-institution,F,85+,32
16,27,Hospital,M,85+,57
16,27,Hospital,F,85+,97
16,27,Other institution,F,85+,2
16,28,Care Home,M,85+,30
16,28,Care Home,F,85+,100
16,28,Home / Non-institution,M,85+,22
16,28,Home / Non-institution,F,85+,30
16,28,Hospital,M,85+,73
16,28,Hospital,F,85+,94
16,29,Care Home,M,85+,48
16,29,Care Home,F,85+,89
16,29,Home / Non-institution,M,85+,26
16,29,Home / Non-institution,F,85+,30
16,29,Hospital,M,85+,62
16,29,Hospital,F,85+,94
16,29,Other institution,M,85+,1
16,30,Care Home,M,85+,34
16,30,Care Home,F,85+,96
16,30,Home / Non-institution,M,85+,12
16,30,Home / Non-institution,F,85+,35
16,30,Hospital,M,85+,65
16,30,Hospital,F,85+,83
16,30,Other institution,M,85+,1
16,30,Other institution,F,85+,2
16,31,Care Home,M,85+,40
16,31,Care Home,F,85+,78
16,31,Home / Non-institution,M,85+,14
16,31,Home / Non-institution,F,85+,30
16,31,Hospital,M,85+,54
16,31,Hospital,F,85+,95
16,31,Other institution,F,85+,2
16,32,Care Home,M,85+,38
16,32,Care Home,F,85+,92
16,32,Home / Non-institution,M,85+,14
16,32,Home / Non-institution,F,85+,32
16,32,Hospital,M,85+,58
16,32,Hospital,F,85+,89
16,32,Other institution,M,85+,1
16,33,Care Home,M,85+,39
16,33,Care Home,F,85+,81
16,33,Home / Non-institution,M,85+,26
16,33,Home / Non-institution,F,85+,29
16,33,Hospital,M,85+,64
16,33,Hospital,F,85+,90
16,34,Care Home,M,85+,39
16,34,Care Home,F,85+,92
16,34,Home / Non-institution,M,85+,19
16,34,Home / Non-institution,F,85+,31
16,34,Hospital,M,85+,58
16,34,Hospital,F,85+,102
16,34,Other institution,F,85+,2
16,35,Care Home,M,85+,45
16,35,Care Home,F,85+,81
16,35,Home / Non-institution,M,85+,27
16,35,Home / Non-institution,F,85+,36
16,35,Hospital,M,85+,61
16,35,Hospital,F,85+,77
16,36,Care Home,M,85+,38
16,36,Care Home,F,85+,99
16,36,Home / Non-institution,M,85+,18
16,36,Home / Non-institution,F,85+,32
16,36,Hospital,M,85+,58
16,36,Hospital,F,85+,93
16,36,Other institution,M,85+,1
16,36,Other institution,F,85+,3
16,37,Care Home,M,85+,32
16,37,Care Home,F,85+,83
16,37,Home / Non-institution,M,85+,21
16,37,Home / Non-institution,F,85+,30
16,37,Hospital,M,85+,66
16,37,Hospital,F,85+,74
16,38,Care Home,M,85+,34
16,38,Care Home,F,85+,82
16,38,Home / Non-institution,M,85+,23
16,38,Home / Non-institution,F,85+,28
16,38,Hospital,M,85+,62
16,38,Hospital,F,85+,81
16,38,Other institution,M,85+,1
16,38,Other institution,F,85+,2
16,39,Care Home,M,85+,37
16,39,Care Home,F,85+,91
16,39,Home / Non-institution,M,85+,26
16,39,Home / Non-institution,F,85+,28
16,39,Hospital,M,85+,58
16,39,Hospital,F,85+,89
16,39,Other institution,F,85+,2
16,40,Care Home,M,85+,44
16,40,Care Home,F,85+,92
16,40,Home / Non-institution,F,85+,28
16,40,Home / Non-institution,M,85+,28
16,40,Hospital,M,85+,73
16,40,Hospital,F,85+,84
16,40,Other institution,F,85+,1
16,41,Care Home,M,85+,34
16,41,Care Home,F,85+,95
16,41,Home / Non-institution,M,85+,20
16,41,Home / Non-institution,F,85+,27
16,41,Hospital,M,85+,64
16,41,Hospital,F,85+,80
16,42,Care Home,M,85+,44
16,42,Care Home,F,85+,105
16,42,Home / Non-institution,M,85+,18
16,42,Home / Non-institution,F,85+,35
16,42,Hospital,M,85+,61
16,42,Hospital,F,85+,106
16,42,Other institution,M,85+,1
16,42,Other institution,F,85+,2
16,43,Care Home,M,85+,41
16,43,Care Home,F,85+,74
16,43,Home / Non-institution,M,85+,26
16,43,Home / Non-institution,F,85+,29
16,43,Hospital,M,85+,58
16,43,Hospital,F,85+,74
16,43,Other institution,F,85+,1
16,43,Other institution,M,85+,1
16,44,Care Home,M,85+,35
16,44,Care Home,F,85+,93
16,44,Home / Non-institution,M,85+,19
16,44,Home / Non-institution,F,85+,32
16,44,Hospital,M,85+,77
16,44,Hospital,F,85+,78
16,44,Other institution,F,85+,2
16,45,Care Home,M,85+,40
16,45,Care Home,F,85+,90
16,45,Home / Non-institution,F,85+,27
16,45,Home / Non-institution,M,85+,34
16,45,Hospital,M,85+,66
16,45,Hospital,F,85+,90
16,45,Other institution,F,85+,2
16,46,Care Home,M,85+,47
16,46,Care Home,F,85+,109
16,46,Home / Non-institution,M,85+,21
16,46,Home / Non-institution,F,85+,30
16,46,Hospital,M,85+,79
16,46,Hospital,F,85+,85
16,46,Other institution,F,85+,1
16,46,Other institution,M,85+,1
16,47,Care Home,M,85+,46
16,47,Care Home,F,85+,106
16,47,Home / Non-institution,M,85+,23
16,47,Home / Non-institution,F,85+,47
16,47,Hospital,M,85+,64
16,47,Hospital,F,85+,85
16,47,Other institution,F,85+,2
16,48,Care Home,M,85+,46
16,48,Care Home,F,85+,119
16,48,Home / Non-institution,M,85+,20
16,48,Home / Non-institution,F,85+,47
16,48,Hospital,M,85+,83
16,48,Hospital,F,85+,89
16,48,Other institution,M,85+,2
16,49,Care Home,M,85+,48
16,49,Care Home,F,85+,117
16,49,Home / Non-institution,M,85+,27
16,49,Home / Non-institution,F,85+,37
16,49,Hospital,F,85+,89
16,49,Hospital,M,85+,90
16,49,Other institution,F,85+,2
16,50,Care Home,M,85+,51
16,50,Care Home,F,85+,121
16,50,Home / Non-institution,M,85+,25
16,50,Home / Non-institution,F,85+,33
16,50,Hospital,M,85+,78
16,50,Hospital,F,85+,111
16,50,Other institution,F,85+,3
16,51,Care Home,M,85+,47
16,51,Care Home,F,85+,131
16,51,Home / Non-institution,M,85+,28
16,51,Home / Non-institution,F,85+,31
16,51,Hospital,M,85+,85
16,51,Hospital,F,85+,134
16,51,Other institution,F,85+,3
16,52,Care Home,M,85+,48
16,52,Care Home,F,85+,118
16,52,Home / Non-institution,F,85+,32
16,52,Home / Non-institution,M,85+,33
16,52,Hospital,M,85+,78
16,52,Hospital,F,85+,112
16,52,Other institution,M,85+,1
16,52,Other institution,F,85+,2
17,1,Care Home,M,85+,54
17,1,Care Home,F,85+,124
17,1,Home / Non-institution,M,85+,27
17,1,Home / Non-institution,F,85+,34
17,1,Hospital,M,85+,92
17,1,Hospital,F,85+,124
17,1,Other institution,M,85+,1
17,1,Other institution,F,85+,2
17,2,Care Home,M,85+,50
17,2,Care Home,F,85+,143
17,2,Home / Non-institution,M,85+,27
17,2,Home / Non-institution,F,85+,44
17,2,Hospital,M,85+,108
17,2,Hospital,F,85+,133
17,2,Other institution,F,85+,1
17,3,Care Home,M,85+,51
17,3,Care Home,F,85+,133
17,3,Home / Non-institution,M,85+,21
17,3,Home / Non-institution,F,85+,37
17,3,Hospital,M,85+,75
17,3,Hospital,F,85+,116
17,3,Other institution,F,85+,1
17,4,Care Home,M,85+,49
17,4,Care Home,F,85+,134
17,4,Home / Non-institution,M,85+,22
17,4,Home / Non-institution,F,85+,33
17,4,Hospital,M,85+,69
17,4,Hospital,F,85+,116
17,4,Other institution,F,85+,2
17,4,Other institution,M,85+,2
17,5,Care Home,M,85+,52
17,5,Care Home,F,85+,161
17,5,Home / Non-institution,M,85+,26
17,5,Home / Non-institution,F,85+,40
17,5,Hospital,M,85+,92
17,5,Hospital,F,85+,138
17,5,Other institution,M,85+,1
17,5,Other institution,F,85+,2
17,6,Care Home,M,85+,45
17,6,Care Home,F,85+,126
